Name,Purpose,Quantity,Total Cost (USD),Link,Distributor,Comment
PCB with assembly,The PCBA for the design,1,45.28,https://jlcpcb.com,JLCPCB,"I couldn't include the proper link, since JLCPCB orders are custom, and don't have a link."
